,Reference area,TIME_PERIOD,OBS_VALUE
283,Belgium,2012-Q4,-0.120436487
284,Belgium,2013-Q1,-0.395310995
285,Belgium,2013-Q2,0.655758422
286,Belgium,2013-Q3,0.401572446
287,Belgium,2013-Q4,0.270933215
288,Belgium,2014-Q1,0.577272559
289,Belgium,2014-Q2,0.231272872
290,Belgium,2014-Q3,0.670165704
291,Belgium,2014-Q4,0.402663886
292,Belgium,2015-Q1,0.267484256
293,Belgium,2015-Q2,0.464991212
294,Belgium,2015-Q3,0.13664185
295,Belgium,2015-Q4,0.351601241
296,Belgium,2016-Q1,0.113810895
297,Belgium,2016-Q2,0.591248886
298,Belgium,2016-Q3,0.182004521
299,Belgium,2016-Q4,0.36803721
300,Belgium,2017-Q1,0.614751262
301,Belgium,2017-Q2,0.224791182
302,Belgium,2017-Q3,-0.060147357
303,Belgium,2017-Q4,0.798698455
304,Belgium,2018-Q1,0.412495646
305,Belgium,2018-Q2,0.506397402
306,Belgium,2018-Q3,0.435062951
307,Belgium,2018-Q4,0.918875904
308,Belgium,2019-Q1,0.410832523
309,Belgium,2019-Q2,0.59316201
310,Belgium,2019-Q3,0.789076907
311,Belgium,2019-Q4,0.550532252
312,Canada,1994-Q1,1.474477573
313,Canada,1994-Q2,1.45985462
314,Canada,1994-Q3,1.282038704
315,Canada,1994-Q4,0.726422352
316,Canada,1995-Q1,0.918809755
317,Canada,1995-Q2,0.042484763
318,Canada,1995-Q3,0.132162786
319,Canada,1995-Q4,0.40357518
320,Canada,1996-Q1,0.145116796
321,Canada,1996-Q2,0.711918285
322,Canada,1996-Q3,0.839886836
323,Canada,1996-Q4,0.792291038
324,Canada,1997-Q1,1.339911843
325,Canada,1997-Q2,1.125352076
326,Canada,1997-Q3,1.18550429
327,Canada,1997-Q4,0.966392765
328,Canada,1998-Q1,1.411990072
329,Canada,1998-Q2,0.052954114
330,Canada,1998-Q3,0.911198725
331,Canada,1998-Q4,1.354959227
332,Canada,1999-Q1,1.805546006
333,Canada,1999-Q2,0.824757342
334,Canada,1999-Q3,1.567445313
335,Canada,1999-Q4,1.40094457
336,Canada,2000-Q1,1.565720708
337,Canada,2000-Q2,1.176951374
338,Canada,2000-Q3,1.02505509
339,Canada,2000-Q4,0.197776532
340,Canada,2001-Q1,0.562892178
341,Canada,2001-Q2,0.31448597
342,Canada,2001-Q3,-0.070291492
343,Canada,2001-Q4,0.5997524
344,Canada,2002-Q1,1.462187363
345,Canada,2002-Q2,0.590842968
346,Canada,2002-Q3,0.864710004
347,Canada,2002-Q4,0.549240541
348,Canada,2003-Q1,0.556372989
349,Canada,2003-Q2,-0.145041357
350,Canada,2003-Q3,0.373863441
351,Canada,2003-Q4,0.687422999
352,Canada,2004-Q1,0.727147736
353,Canada,2004-Q2,1.184860318
354,Canada,2004-Q3,1.18232632
355,Canada,2004-Q4,0.721715122
356,Canada,2005-Q1,0.350202804
357,Canada,2005-Q2,0.72275167
358,Canada,2005-Q3,1.211889602
359,Canada,2005-Q4,0.993155151
360,Canada,2006-Q1,0.811906
361,Canada,2006-Q2,0.050006824
362,Canada,2006-Q3,0.281497219
363,Canada,2006-Q4,0.398230459
364,Canada,2007-Q1,0.638206425
365,Canada,2007-Q2,0.96572296
366,Canada,2007-Q3,0.374681048
367,Canada,2007-Q4,0.131432874
368,Canada,2008-Q1,0.075036988
369,Canada,2008-Q2,0.364362857
370,Canada,2008-Q3,0.821739528
371,Canada,2008-Q4,-1.160303228
372,Canada,2009-Q1,-2.256581424
373,Canada,2009-Q2,-1.07869505
374,Canada,2009-Q3,0.447240509
375,Canada,2009-Q4,1.161898977
376,Canada,2010-Q1,1.211533092
377,Canada,2010-Q2,0.523642872
378,Canada,2010-Q3,0.700042554
379,Canada,2010-Q4,1.121801791
380,Canada,2011-Q1,0.761595519
381,Canada,2011-Q2,0.181517907
382,Canada,2011-Q3,1.368249361
383,Canada,2011-Q4,0.79472209
384,Canada,2012-Q1,0.0631303
385,Canada,2012-Q2,0.325071067
386,Canada,2012-Q3,0.136854471
387,Canada,2012-Q4,0.205799023
388,Canada,2013-Q1,0.89511833
389,Canada,2013-Q2,0.575888641
390,Canada,2013-Q3,0.82231197
391,Canada,2013-Q4,1.046569427
392,Canada,2014-Q1,0.168994293
393,Canada,2014-Q2,0.911555413
394,Canada,2014-Q3,0.958574349
395,Canada,2014-Q4,0.691167613
396,Canada,2015-Q1,-0.55677898
397,Canada,2015-Q2,-0.272994458
398,Canada,2015-Q3,0.358097519
399,Canada,2015-Q4,0.066272079
400,Canada,2016-Q1,0.591683798
401,Canada,2016-Q2,-0.498133929
402,Canada,2016-Q3,1.03778381
403,Canada,2016-Q4,0.561022275
404,Canada,2017-Q1,1.258206055
405,Canada,2017-Q2,1.052553159
406,Canada,2017-Q3,0.031402141
407,Canada,2017-Q4,0.507360861
408,Canada,2018-Q1,1.162519794
409,Canada,2018-Q2,0.780038215
410,Canada,2018-Q3,0.504422861
411,Canada,2018-Q4,0.235568646
412,Canada,2019-Q1,0.240663338
413,Canada,2019-Q2,1.094764819
414,Canada,2019-Q3,0.279623055
415,Canada,2019-Q4,0.285513174
416,Denmark,1994-Q1,1.222447407
417,Denmark,1994-Q2,2.928826792
418,Denmark,1994-Q3,-0.468871678
419,Denmark,1994-Q4,2.508937106
420,Denmark,1995-Q1,0.644163158
421,Denmark,1995-Q2,-0.402144854
422,Denmark,1995-Q3,0.372017588
423,Denmark,1995-Q4,0.654295147
424,Denmark,1996-Q1,0.282455035
425,Denmark,1996-Q2,2.562218318
426,Denmark,1996-Q3,0.178386736
427,Denmark,1996-Q4,0.023987177
428,Denmark,1997-Q1,1.364522565
429,Denmark,1997-Q2,1.578922086
430,Denmark,1997-Q3,-0.437620184
431,Denmark,1997-Q4,0.294503246
432,Denmark,1998-Q1,1.52771062
433,Denmark,1998-Q2,-0.797160909
