,Reference area,TIME_PERIOD,CPI inflation,RGDP growth,Unemp rate,Naive forecast,FFNN,RNN,ARIMAX
277,Spain,2021-Q2,2.559824816619316,1.370903209,15.66667,15.7,14.902244,15.513587,15.16185840757299
278,Spain,2021-Q3,3.39715593242631,1.971105236,14.8,15.66667,14.936035,15.518426,15.661144217570266
279,Spain,2021-Q4,5.811810861234612,2.031498605,13.56667,14.8,14.600722,14.46614,14.22235862883185
280,Spain,2022-Q1,7.86072759076204,1.571661027,13.26667,13.56667,13.34328,13.064149,12.557712531538046
281,Spain,2022-Q2,9.099096225611516,1.701504113,13.0,13.26667,12.965762,12.855283,13.068163569877177
282,Spain,2022-Q3,10.059402940122864,0.815734614,12.8,13.0,12.622197,12.66227,12.80504354522027
283,Spain,2022-Q4,6.589768507774418,0.536012673,13.16667,12.8,12.252758,12.710056,12.649582063454954
284,Spain,2023-Q1,5.053687043171662,0.510027876,12.83333,13.16667,13.070014,13.340277,13.493463333830496
285,Spain,2023-Q2,3.050556851091346,0.143887099,12.0,12.83333,12.468636,12.915795,12.60670656646091
286,Spain,2023-Q3,2.817909250370532,0.789782458,11.93333,12.0,12.299819,11.922657,11.4013165232434
287,Spain,2023-Q4,3.267148382882734,0.788457038,11.96667,11.93333,11.77134,11.779205,11.835686060700604
288,Sweden,2020-Q1,0.991554199810918,0.030158704,7.333333,7.133333,7.16116,7.142871,7.145640065650243
289,Sweden,2020-Q2,0.1116583703498319,-8.797745933,8.6,7.333333,7.3868256,7.4080744,7.461417814299981
290,Sweden,2020-Q3,0.5734738895600389,5.955196649,9.3,8.6,10.326561,9.215805,9.178415618068264
291,Sweden,2020-Q4,0.3197736642748916,1.415301063,8.866667,9.3,9.566228,9.415001,9.546421905185127
292,Sweden,2021-Q1,1.5421608466721135,2.589956943,9.233334,8.866667,8.915628,8.693057,8.863882428421913
293,Sweden,2021-Q2,1.7996058888366973,0.440478535,9.2,9.233334,9.021069,9.048627,9.164427858608857
294,Sweden,2021-Q3,1.9814075248709264,-0.240368954,8.833333,9.2,9.204506,9.155478,9.269612461291526
295,Sweden,2021-Q4,3.3189046575617054,2.146150251,8.266666,8.833333,8.776722,8.80514,8.57443473190864
296,Sweden,2022-Q1,4.650625202845338,-0.59027282,7.666667,8.266666,8.27391,8.040474,7.838419551416589
297,Sweden,2022-Q2,7.43699027635949,1.121989508,7.7,7.666667,7.5254655,7.491905,7.471294718585611
298,Sweden,2022-Q3,9.7232065265908,-0.504319786,7.066667,7.7,7.529921,7.575369,7.570503801176165
299,Sweden,2022-Q4,11.556474595994338,-1.052231757,7.5,7.066667,7.002502,7.076439,6.907395740520671
300,Sweden,2023-Q1,11.418069686380347,1.225813655,7.333333,7.5,8.2302475,7.7016935,7.718814644935366
301,Sweden,2023-Q2,9.812649555685391,-0.974017726,7.5,7.333333,7.7924523,7.4839034,7.334757681782616
302,Sweden,2023-Q3,7.717973709160275,1.49082167,7.766667,7.5,7.298082,7.685273,7.704287445464694
303,Sweden,2023-Q4,5.550900695331484,-1.627745097,8.033334,7.766667,7.643518,7.862882,7.799542699344425
304,United Kingdom,2020-Q1,1.6869728209934376,-2.744908565,4.1,3.7,3.6734219,3.668526,3.618655698837224
305,United Kingdom,2020-Q2,0.8348794063079756,-19.906160876,4.1,4.1,4.37673,4.296692,4.430236565076051
306,United Kingdom,2020-Q3,0.8317929759704246,16.964675432,5.0,4.1,6.1070113,4.783084,4.633164609578259
307,United Kingdom,2020-Q4,0.830258302583009,1.36798413,5.3,5.0,4.8026366,5.0736203,3.057757007819487
308,United Kingdom,2021-Q1,0.9216589861751112,-1.07616295,4.9,5.3,5.4048657,5.0630198,5.798389162216681
309,United Kingdom,2021-Q2,2.0239190432382648,6.982282324,4.7,4.9,4.076585,4.9373183,4.70858907534654
310,United Kingdom,2021-Q3,2.658111824014675,1.686645521,4.4,4.7,3.437066,4.3814697,4.556806377540919
311,United Kingdom,2021-Q4,4.391582799634031,1.377648545,4.2,4.4,4.1567464,4.0208554,4.310278214791024
312,United Kingdom,2022-Q1,5.47945205479452,1.013349515,3.8,4.2,4.012561,3.8854585,4.029338336652817
313,United Kingdom,2022-Q2,7.935076645626693,0.557926646,3.8,3.8,3.566802,3.5280519,3.681254048618623
314,United Kingdom,2022-Q3,8.749999999999991,0.101116802,3.7,3.8,3.4983554,3.7228627,3.682877494564255
315,United Kingdom,2022-Q4,9.377738825591583,0.260251023,3.9,3.7,3.785203,3.8048944,3.809916544738361
316,United Kingdom,2023-Q1,9.004329004329016,0.056473635,4.0,3.9,3.8624902,4.1263337,3.952175956574514
317,United Kingdom,2023-Q2,7.685881370091896,0.041351933,4.2,4.0,4.269497,4.2506824,4.114610115337708
318,United Kingdom,2023-Q3,6.321839080459779,-0.239597036,4.1,4.2,4.6778965,4.4336395,4.331241945214466
319,United Kingdom,2023-Q4,4.4070512820513,-0.3214415,3.9,4.1,4.2712054,4.267875,4.022313441053327
320,United States,2020-Q1,2.11865439297918,-1.316321672,3.833333,3.6,3.538634,3.5180538,3.629510536655506
321,United States,2020-Q2,0.3643314508615658,-7.876784496,13.0,3.833333,3.949363,3.9282627,4.049018371323885
322,United States,2020-Q3,1.2223538832248029,7.762279175,8.8,13.0,25.62287,13.65155,18.40773566183376
323,United States,2020-Q4,1.2394786245464529,1.13351511,6.766667,8.8,8.238073,8.553369,6.711020706865303
324,United States,2021-Q1,1.898487891013612,1.395816461,6.233333,6.766667,6.8419642,5.9406147,6.79770206843236
325,United States,2021-Q2,4.848946222271433,1.701891279,5.933333,6.233333,5.68897,5.552535,7.994153735765932
326,United States,2021-Q3,5.335671571248435,0.82505287,5.066667,5.933333,6.082298,5.3922696,5.882989183108998
327,United States,2021-Q4,6.689109350733991,1.715755163,4.166667,5.066667,3.7732606,4.430379,5.7854526150114
328,United States,2022-Q1,7.966747426348064,-0.254798627,3.866667,4.166667,3.6143825,3.6513731,4.606395095728261
329,United States,2022-Q2,8.635543168035031,0.156547002,3.633333,3.866667,3.4786453,3.4518383,4.622868237287921
330,United States,2022-Q3,8.329522027614654,0.721899555,3.533333,3.633333,2.9692473,3.4551384,4.1123993232713705
331,United States,2022-Q4,7.101644905809135,0.690240389,3.566667,3.533333,1.7894958,3.5174098,3.645797567566881
332,United States,2023-Q1,5.804742296937482,0.723850896,3.533333,3.566667,2.7871342,3.6247838,3.742439122672654
333,United States,2023-Q2,3.9743452647133193,0.627871959,3.533333,3.533333,1.5162973,3.6034834,3.7718679285634056
334,United States,2023-Q3,3.5142541185539056,1.153606039,3.633333,3.533333,3.2805579,3.5576982,3.779442156282912
335,United States,2023-Q4,3.243436168551605,0.844057147,3.8,3.633333,2.6161838,3.6047702,3.662506562215871
